title;doi;received month;received year;accepted month;accepted year;published month;published year;issued month;issued year;received - accepted;accepted - published;published - issued
DEGENERATION AND RELICT ADAPTATION;https://doi.org/10.1038/149687a0;;;;;;;June;1942;;;
STARLING MOVEMENTS AND THE SPREAD OF FOOT-AND-MOUTH DISEASE;https://doi.org/10.1038/149683a0;;;;;;;June;1942;;;
ELECTRICITY OF CLOUD AND RAIN;https://doi.org/10.1038/149659a0;;;;;;;June;1942;;;
INDIAN FISHES AND MOSQUITO CONTROL;https://doi.org/10.1038/149644a0;;;;;;;June;1942;;;
A TYPE OF PLASTIC DEFORMATION NEW IN METALS;https://doi.org/10.1038/149643a0;;;;;;;June;1942;;;
OXIDATION OF HYDROCARBONS AT LOW TEMPERATURES;https://doi.org/10.1038/149601a0;;;;;;;May;1942;;;
X-RAY TECHNIQUE IN THE INDUSTRIAL LABORATORY;https://doi.org/10.1038/149597a0;;;;;;;May;1942;;;
RADIOACTIVITY AND THE COMPLETION OF THE PERIODIC SYSTEM*;https://doi.org/10.1038/149565a0;;;;;;;May;1942;;;
SEA WAVES: THEIR GROWTH AND SUBSIDENCE;https://doi.org/10.1038/149584a0;;;;;;;May;1942;;;
MOSQUITO-BREEDING IN STATIC WATER SUPPLIES;https://doi.org/10.1038/149568a0;;;;;;;May;1942;;;
THE CAUSE OF EARTHQUAKES;https://doi.org/10.1038/149539a0;;;;;;;May;1942;;;
COLOURS IN FOOD;https://doi.org/10.1038/149537a0;;;;;;;May;1942;;;
A Theory of the Strength of Metals;https://doi.org/10.1038/149511a0;;;;;;;May;1942;;;
X-RAY ANALYSIS OF HÆMOGLOBIN;https://doi.org/10.1038/149491a0;;;;;;;May;1942;;;
MATHEMATICAL MACHINES;https://doi.org/10.1038/149462a0;;;;;;;April;1942;;;
National Bread;https://doi.org/10.1038/149460a0;;;;;;;April;1942;;;
GENETICS AND THE RUSSIAN CONTROVERSY;https://doi.org/10.1038/149427a0;;;;;;;April;1942;;;
SOME ASPECTS OF ALGAL CHEMISTRY*;https://doi.org/10.1038/149398a0;;;;;;;April;1942;;;
Quantum Theory and Diffuse X-Ray Reflexions;https://doi.org/10.1038/149404a0;;;;;;;April;1942;;;
Geology of Libya;https://doi.org/10.1038/149389a0;;;;;;;April;1942;;;
Modern Science and Musical Theory;https://doi.org/10.1038/149389b0;;;;;;;April;1942;;;
COFFEE GROUNDS IN ANIMAL RATIONS;https://doi.org/10.1038/149361a0;;;;;;;March;1942;;;
Chemotherapeutical Use of Halogenized Phenols as External Disinfectants;https://doi.org/10.1038/149334a0;;;;;;;March;1942;;;
DOMESTIC ENTOMOLOGY IN WAR-TIME;https://doi.org/10.1038/149295a0;;;;;;;March;1942;;;
Growth and Determination in the Development of Drosophila;https://doi.org/10.1038/149264a0;;;;;;;March;1942;;;
HYPOTHESES NON FINGO;https://doi.org/10.1038/149238a0;;;;;;;February;1942;;;
GREEN LEAVES AS A SOURCE OF PROTEINS AND OTHER NUTRIENTS;https://doi.org/10.1038/149251a0;;;;;;;February;1942;;;
METEORITES AND THE AGE OF THE SOLAR SYSTEM;https://doi.org/10.1038/149235a0;;;;;;;February;1942;;;
Preparation of Perspective Diagrams;https://doi.org/10.1038/149209a0;;;;;;;February;1942;;;
GALILEO GALILEI, 1564–1642;https://doi.org/10.1038/149206a0;;;;;;;February;1942;;;
POTABLE WATER FROM SEA-WATER;https://doi.org/10.1038/149184a0;;;;;;;February;1942;;;
FEEDING POST-WAR EUROPE;https://doi.org/10.1038/149182a0;;;;;;;February;1942;;;
THE ANTHROPOLOGICAL APPROACH TO THE STUDY OF MUSIC;https://doi.org/10.1038/149186a0;;;;;;;February;1942;;;
HORMONAL INCREASE OF RESISTANCE AND ITS MECHANISM;https://doi.org/10.1038/149171a0;;;;;;;February;1942;;;
GLACIATION AND SUBMARINE VALLEYS*;https://doi.org/10.1038/149156a0;;;;;;;February;1942;;;
THE PREDICTIVE METHOD IN ANIMAL ECOLOGY;https://doi.org/10.1038/149115a0;;;;;;;January;1942;;;
RESEARCH IN THE HISTORY OF SOCIOLOGY;https://doi.org/10.1038/149101a0;;;;;;;January;1942;;;
BIOLOGY AS A SOCIAL SCIENCE;https://doi.org/10.1038/149090a0;;;;;;;January;1942;;;
INFLUENCE OF TEMPERATURE AND pH ON THE C/N RATIO OF SOILS;https://doi.org/10.1038/149083a0;;;;;;;January;1942;;;
SHOOT APEX IN GRASSES AND CEREALS;https://doi.org/10.1038/149082a0;;;;;;;January;1942;;;
USE OF SNOWFLAKE REPLICAS FOR STUDYING WINTER STORMS;https://doi.org/10.1038/149081a0;;;;;;;January;1942;;;
CHROMOSOME CHEMISTRY AND GENE ACTION;https://doi.org/10.1038/149066a0;;;;;;;January;1942;;;
NOMENCLATURE OF Cl. Welchii 'TOXINS' TYPE A;https://doi.org/10.1038/149056b0;;;;;;;January;1942;;;
HETEROTHALLY AS AN OUT-BREEDING MECHANISM IN FUNGI;https://doi.org/10.1038/149054a0;;;;;;;January;1942;;;
THE ‘LAWS’ OF BIOLOGICAL GROWTH;https://doi.org/10.1038/148772a0;;;;;;;December;1941;;;
GENETICS IN THE U.S.S.R;https://doi.org/10.1038/148739a0;;;;;;;December;1941;;;
Food from the Garden;https://doi.org/10.1038/148712a0;;;;;;;December;1941;;;
Applications of Particle Size Analysis;https://doi.org/10.1038/148714a0;;;;;;;December;1941;;;
PERCH IN BRITISH LAKES: A NEW FISHING INDUSTRY;https://doi.org/10.1038/148651a0;;;;;;;November;1941;;;
A Straight–Growth Method of Auxin Determination in Plants;https://doi.org/10.1038/148666a0;;;;;;;November;1941;;;
PLANNING, SCIENCE AND FREEDOM;https://doi.org/10.1038/148580a0;;;;;;;November;1941;;;
SEISMOLOGY AND EARTHQUAKE–PROOF DESIGN;https://doi.org/10.1038/148551a0;;;;;;;November;1941;;;
ADRENALINE TREATMENT IN VITRO AND LIVER GLYCOGEN;https://doi.org/10.1038/148538a0;;;;;;;November;1941;;;
TEAK PLANTATION YIELD TABLES;https://doi.org/10.1038/148540a0;;;;;;;November;1941;;;
THE MECHANICAL PROPERTIES OF SOLIDS;https://doi.org/10.1038/148520a0;;;;;;;November;1941;;;
ACTIVITY OF CARBONIC ANHYDRASE WITHIN RED BLOOD CORPUSCLES;https://doi.org/10.1038/148493a0;;;;;;;October;1941;;;
HUMAN LIFE AND DEATH AT HIGH PRESSURES;https://doi.org/10.1038/148458a0;;;;;;;October;1941;;;
PSYCHOLOGICAL HANDICAPS IN THE SEARCH FOR TRUTH;https://doi.org/10.1038/148473b0;;;;;;;October;1941;;;
THE HELIUM METHOD FOR DETERMINING THE AGE OF ROCKS;https://doi.org/10.1038/148445a0;;;;;;;October;1941;;;
PHYSIOLOGY AND ECOLOGY OF CUTICLE COLOUR IN INSECTS;https://doi.org/10.1038/148428a0;;;;;;;October;1941;;;
BIOLOGICAL SCIENCE IN THE U.S.S.R;https://doi.org/10.1038/148362a0;;;;;;;September;1941;;;
POULTRY AS FOOD CONVERTERS;https://doi.org/10.1038/148335a0;;;;;;;September;1941;;;
PERSONALITY FACTORS AND PREFERENCE JUDGMENTS;https://doi.org/10.1038/148346a0;;;;;;;September;1941;;;
The Total Solar Eclipse of September 21, 1941;https://doi.org/10.1038/148308a0;;;;;;;September;1941;;;
ACTION OF THE EYES IN READING;https://doi.org/10.1038/148321a0;;;;;;;September;1941;;;
ACCELERATION OF THE RESPIRATION OF SURVIVING TISSUE;https://doi.org/10.1038/148320a0;;;;;;;September;1941;;;
THE RELATIONS BETWEEN SCIENCE AND ETHICS;https://doi.org/10.1038/148270a0;;;;;;;September;1941;;;
FISH OILS;https://doi.org/10.1038/148292a0;;;;;;;September;1941;;;
ACCRETION THEORY OF STELLAR EVOLUTION;https://doi.org/10.1038/148291a0;;;;;;;September;1941;;;
A PHOTOGRAPHIC METHOD OF ESTIMATING THE MASS OF THE MESOTRON;https://doi.org/10.1038/148259a0;;;;;;;August;1941;;;
USE OF GLASSES AS AN AID TO VISION;https://doi.org/10.1038/148261a0;;;;;;;August;1941;;;
“THE HOROLOGIUM OSCILLATORIUM OF CHRISTIAN HUYGENS”;https://doi.org/10.1038/148245a0;;;;;;;August;1941;;;
FISSION CROSS–SECTION IN URANIUM AND THORIUM FOR DEUTERON IMPACT;https://doi.org/10.1038/148230a0;;;;;;;August;1941;;;
EDUCATIONAL PROGRESS IN THE UNITED STATES;https://doi.org/10.1038/148230b0;;;;;;;August;1941;;;
PHYTIC ACID AND THE PREPARATION OF FOOD;https://doi.org/10.1038/148219a0;;;;;;;August;1941;;;
A CLASSIFICATION OF THE EOLITHIC INDUSTRIES OF ENGLAND;https://doi.org/10.1038/148220a0;;;;;;;August;1941;;;
DEUTERON–INDUCED FISSION;https://doi.org/10.1038/148229a0;;;;;;;August;1941;;;
CARRIER WEIGHTS OF CONJUGATED PROTEINS;https://doi.org/10.1038/148200a0;;;;;;;August;1941;;;
SOLID CARBON DIOXIDE AS AN EXCITER OF VIBRATIONS;https://doi.org/10.1038/148185a0;;;;;;;August;1941;;;
THE STUDY OF ENERGY–LEVELS IN BIOCHEMISTRY;https://doi.org/10.1038/148157a0;;;;;;;August;1941;;;
TWO THOUSAND YEARS OF HOME LIFE IN NORTHERN SCOTLAND;https://doi.org/10.1038/148132a0;;;;;;;August;1941;;;
LOWLAND TROPICAL PODSOLS AND THEIR VEGETATION;https://doi.org/10.1038/148129a0;;;;;;;August;1941;;;
FOOD PRODUCTION BY FISH AND OYSTER FARMING;https://doi.org/10.1038/148071a0;;;;;;;July;1941;;;
LIGHT OF THE NIGHT SKY AND TERRESTRIAL MAGNETISM;https://doi.org/10.1038/148088a0;;;;;;;July;1941;;;
ABSORPTION SPECTRA OF HÆMOGLOBIN IN SOLUTION AND IN RED BLOOD CORPUSCLES;https://doi.org/10.1038/148075a0;;;;;;;July;1941;;;
THE IMPERIAL CANCER RESEARCH FUND;https://doi.org/10.1038/148029b0;;;;;;;July;1941;;;
Seasonal Rhythm of a Fly;https://doi.org/10.1038/147811b0;;;;;;;June;1941;;;
Feeding Dried Nettles to Livestock;https://doi.org/10.1038/147796a0;;;;;;;June;1941;;;
Interaction of Vitamins A and E;https://doi.org/10.1038/147794a0;;;;;;;June;1941;;;
Tautomerism and Elimination;https://doi.org/10.1038/147813a0;;;;;;;June;1941;;;
Elimination Reactions in Organic Chemistry;https://doi.org/10.1038/147812a0;;;;;;;June;1941;;;
Myosin Birefringence and Adenylpyrophosphate;https://doi.org/10.1038/147766a0;;;;;;;June;1941;;;
Biological Adaptedness and Specialization of Instinctive Behaviour*;https://doi.org/10.1038/147729a0;;;;;;;June;1941;;;
Nature of the Intramolecular Fold in Alpha-Keratin and Alpha-Myosin;https://doi.org/10.1038/147696a0;;;;;;;June;1941;;;
Deficiency of White Flour in Riboflavin;https://doi.org/10.1038/147716a0;;;;;;;June;1941;;;
Plankton as a Source of Food;https://doi.org/10.1038/147695a0;;;;;;;June;1941;;;
Problems of the Motions of Solar Prominences;https://doi.org/10.1038/147662a0;;;;;;;May;1941;;;
Soya Bean Culture in Great Britain;https://doi.org/10.1038/147660a0;;;;;;;May;1941;;;
Psychological Aspects of Colour Measurement;https://doi.org/10.1038/147682a0;;;;;;;May;1941;;;
Development of the Frontal Bones of the Rainbow Trout;https://doi.org/10.1038/147681a0;;;;;;;May;1941;;;
Agricultural Land and National Planning;https://doi.org/10.1038/147647a0;;;;;;;May;1941;;;
Influence of Geology on the Health of Grazing Animals;https://doi.org/10.1038/147615a0;;;;;;;May;1941;;;
Measurement of Atmospheric Ozone by a Quick Electrochemical Method;https://doi.org/10.1038/147614a0;;;;;;;May;1941;;;
Carbon Dioxide Assimilation in Heterotrophic Organisms;https://doi.org/10.1038/147560a0;;;;;;;May;1941;;;
Radioactive Indicators, Enteric Coatings and Intestinal Absorption;https://doi.org/10.1038/147580a0;;;;;;;May;1941;;;
Chemical Substitutes for Dietary Protein;https://doi.org/10.1038/147531a0;;;;;;;May;1941;;;
Industries of the Cromer Forest Bed;https://doi.org/10.1038/147530a0;;;;;;;May;1941;;;
The Study of Lake Deposits;https://doi.org/10.1038/147496a0;;;;;;;April;1941;;;
The Man of Science as Aristocrat;https://doi.org/10.1038/147465a0;;;;;;;April;1941;;;
Diffuse Reflexion of X-Rays;https://doi.org/10.1038/147467a0;;;;;;;April;1941;;;
Malaria in War;https://doi.org/10.1038/147436a0;;;;;;;April;1941;;;
Humus from Habitation Wastes;https://doi.org/10.1038/147457a0;;;;;;;April;1941;;;
Mineral Resources of Continental Europe;https://doi.org/10.1038/147443a0;;;;;;;April;1941;;;
Application of Plant Growth Substances in Practice*;https://doi.org/10.1038/147439a0;;;;;;;April;1941;;;
The Banana in Central America III. Panama Disease;https://doi.org/10.1038/147380a0;;;;;;;March;1941;;;
Paralysis Produced in White Rats by a Rachitogenic Diet;https://doi.org/10.1038/147362a0;;;;;;;March;1941;;;
The Banana in Certral America II. the Control of Cercospora Leaf Disease;https://doi.org/10.1038/147344a0;;;;;;;March;1941;;;
Correlation of Basicity and Antiseptic Action in an Acridine Series;https://doi.org/10.1038/147332a0;;;;;;;March;1941;;;
The Birth of Glacial Geology;https://doi.org/10.1038/147316a0;;;;;;;March;1941;;;
The Fauna of New Zealand;https://doi.org/10.1038/147253a0;;;;;;;March;1941;;;
Constituents of Natural Phenolic Resins;https://doi.org/10.1038/147255a0;;;;;;;March;1941;;;
Rickets, Calcium and Cereals;https://doi.org/10.1038/147225a0;;;;;;;February;1941;;;
The Problem of Hypertoxic Diphtheria;https://doi.org/10.1038/147182a0;;;;;;;February;1941;;;
The Actions and Uses of Hemp Drugs;https://doi.org/10.1038/147167a0;;;;;;;February;1941;;;
Control of Plant Virus Diseases by Cultural Methods;https://doi.org/10.1038/147181a0;;;;;;;February;1941;;;
Application of Modern Physics in the Examination of Paintings;https://doi.org/10.1038/147165a0;;;;;;;February;1941;;;
The University of Leyden: Contributions to Biology and Medicine;https://doi.org/10.1038/147161a0;;;;;;;February;1941;;;
Selective Absorption of Light in Interstellar Space;https://doi.org/10.1038/147152a0;;;;;;;February;1941;;;
Evolution of Developmental Systems;https://doi.org/10.1038/147108a0;;;;;;;January;1941;;;
Diet in Relation to Dental Caries;https://doi.org/10.1038/147104a0;;;;;;;January;1941;;;
Early Work on Periodic Motion;https://doi.org/10.1038/147078a0;;;;;;;January;1941;;;
Some Recent Advances in Dairy Sciences;https://doi.org/10.1038/147075a0;;;;;;;January;1941;;;
Some Recent Advances in Dairy Science*;https://doi.org/10.1038/147042a0;;;;;;;January;1941;;;
Geology and Early Man;https://doi.org/10.1038/147049a0;;;;;;;January;1941;;;
Geology and Early Man;https://doi.org/10.1038/147045a0;;;;;;;January;1941;;;
Collaboration in Europe;https://doi.org/10.1038/147001a0;;;;;;;January;1941;;;
Chemistry of the Hemp Drugs;https://doi.org/10.1038/146829a0;;;;;;;December;1940;;;
Engineering Progress and the Social Order*;https://doi.org/10.1038/146824a0;;;;;;;December;1940;;;
Application of X-Rays to the Study of Alloys*;https://doi.org/10.1038/146798a0;;;;;;;December;1940;;;
Education of Workers in Applied Physics;https://doi.org/10.1038/146811a0;;;;;;;December;1940;;;
The University of Iceland;https://doi.org/10.1038/146762a0;;;;;;;December;1940;;;
Kinetics of Contact Catalysts and the Industrial Background*;https://doi.org/10.1038/146768a0;;;;;;;December;1940;;;
Ventilation of Air Raid Shelters;https://doi.org/10.1038/146733a0;;;;;;;December;1940;;;
Recent Impressions of War-Time America;https://doi.org/10.1038/146737a0;;;;;;;December;1940;;;
Fertility in Flemish and Smaller Types of Rabbit;https://doi.org/10.1038/146721a0;;;;;;;November;1940;;;
Ancient Mesopotamia and the Beginnings of Science;https://doi.org/10.1038/146705a0;;;;;;;November;1940;;;
Food Production in Great Britain and in Western Europe;https://doi.org/10.1038/146702a0;;;;;;;November;1940;;;
Soil Bacteria and War Wounds;https://doi.org/10.1038/146723a0;;;;;;;November;1940;;;
The Vitamin B Complex in Normal Nutrition;https://doi.org/10.1038/146669a0;;;;;;;November;1940;;;
Indian Fishes of Economic Value;https://doi.org/10.1038/146657b0;;;;;;;November;1940;;;
The Total Solar Eclipse of October 1;https://doi.org/10.1038/146642a0;;;;;;;November;1940;;;
Reactions Produced by Neutrons in Heavy Elements*;https://doi.org/10.1038/146640a0;;;;;;;November;1940;;;
The Search for Truth*;https://doi.org/10.1038/146637a0;;;;;;;November;1940;;;
Screened Dust and its Uses;https://doi.org/10.1038/146610a0;;;;;;;November;1940;;;
Molecular Fields of Force: Retrospect and Suggestions;https://doi.org/10.1038/146607a0;;;;;;;November;1940;;;
Work of the Imperial Institute;https://doi.org/10.1038/146626a0;;;;;;;November;1940;;;
Economic Resources and their Employment*;https://doi.org/10.1038/146575a0;;;;;;;November;1940;;;
The Science of Rheology;https://doi.org/10.1038/146580a0;;;;;;;November;1940;;;
Medicine in War-Time;https://doi.org/10.1038/146577a0;;;;;;;November;1940;;;
Virus and Vital Organization;https://doi.org/10.1038/146539a0;;;;;;;October;1940;;;
The Air-Driven Ultracentrifuge;https://doi.org/10.1038/146541a0;;;;;;;October;1940;;;
The Air-Driven Ultracentrifuge;https://doi.org/10.1038/146552a0;;;;;;;October;1940;;;
Christian Huygens, 1629–1695;https://doi.org/10.1038/146511a0;;;;;;;October;1940;;;
Cosmic Rays at High Altitudes;https://doi.org/10.1038/146527a0;;;;;;;October;1940;;;
Relation of Museums to Commerce;https://doi.org/10.1038/146526a0;;;;;;;October;1940;;;
The Extra Spots of the Laue Photograph;https://doi.org/10.1038/146509a0;;;;;;;October;1940;;;
Farming without Soil;https://doi.org/10.1038/146448a0;;;;;;;October;1940;;;
‘Island’Faunas on the Mexican Plateau;https://doi.org/10.1038/146467a0;;;;;;;October;1940;;;
The Total Solar Eclipse of October 1, 1940;https://doi.org/10.1038/146422a0;;;;;;;September;1940;;;
Oilfields of the United States*;https://doi.org/10.1038/146437a0;;;;;;;September;1940;;;
The Rate of a Moving Clock;https://doi.org/10.1038/146391a0;;;;;;;September;1940;;;
Cocarboxylase;https://doi.org/10.1038/146387a0;;;;;;;September;1940;;;
Origin of the Submarine Valleys on the Continental Slopes of the North Atlantic;https://doi.org/10.1038/146407a0;;;;;;;September;1940;;;
Energy and Entropy of Extension and Spreading of Mobile Monolayers;https://doi.org/10.1038/146406a0;;;;;;;September;1940;;;
The Theory of Adsorption on Square Lattices;https://doi.org/10.1038/146372b0;;;;;;;September;1940;;;
Origin of Maize;https://doi.org/10.1038/146338b0;;;;;;;September;1940;;;
Evolution of the Galapagos Finches;https://doi.org/10.1038/146324a0;;;;;;;September;1940;;;
The Bush Differential Analyser and its Applications *;https://doi.org/10.1038/146319a0;;;;;;;September;1940;;;
Diet and Nutrition in Colombia;https://doi.org/10.1038/146338a0;;;;;;;September;1940;;;
The Measurement of Art;https://doi.org/10.1038/146292a0;;;;;;;August;1940;;;
Ecological Basis of Land Use and Management;https://doi.org/10.1038/146309a0;;;;;;;August;1940;;;
Ultra-Violet and Electron Microscopy;https://doi.org/10.1038/146288a0;;;;;;;August;1940;;;
The Supply of Animal Feeding-Stuffs;https://doi.org/10.1038/146251a0;;;;;;;August;1940;;;
Physiology of Pyrimidines;https://doi.org/10.1038/146274a0;;;;;;;August;1940;;;
Geomagnetic Research in the Americas;https://doi.org/10.1038/146273a0;;;;;;;August;1940;;;
Increase in Ultra-Violet Absorption of Cytoplasm after Therapeutic X-and Gamma-Irradiation;https://doi.org/10.1038/146272a0;;;;;;;August;1940;;;
Chemistry and Hydrography of Lakes Tanganyika and Nyasa;https://doi.org/10.1038/146253a0;;;;;;;August;1940;;;
Taxonomy in the Jungle;https://doi.org/10.1038/146240a0;;;;;;;August;1940;;;
Early Explorers of Southern South America from the United States;https://doi.org/10.1038/146238b0;;;;;;;August;1940;;;
The Cellulose Problem in War-Time;https://doi.org/10.1038/146219a0;;;;;;;August;1940;;;
Effect of Noises of Warfare on the Ear;https://doi.org/10.1038/146217a0;;;;;;;August;1940;;;
The Utilization of Petroleum Gases*;https://doi.org/10.1038/146185a0;;;;;;;August;1940;;;
Conservation as a Foundation of Permanent Peace*;https://doi.org/10.1038/146183a0;;;;;;;August;1940;;;
Structure and Composition of Plant Cell Membranes;https://doi.org/10.1038/146153a0;;;;;;;August;1940;;;
Co-operative Agricultural Research in the Americas*;https://doi.org/10.1038/146151a0;;;;;;;August;1940;;;
Culture in vitro of the excised embryo of an ophiuroid;https://doi.org/10.1038/146173a0;;;;;;;August;1940;;;
Colour Vision and Chromaticity Scales;https://doi.org/10.1038/146155a0;;;;;;;August;1940;;;
Friction and Surface Finish;https://doi.org/10.1038/146138a0;;;;;;;July;1940;;;
Determination of the Sizes of Viruses and Genes by Radiation Methods;https://doi.org/10.1038/146137a0;;;;;;;July;1940;;;
Plant Disease in Relation to the Public*;https://doi.org/10.1038/146118a0;;;;;;;July;1940;;;
Anaerobic Degradation of Cystine and Cysteine;https://doi.org/10.1038/146139a0;;;;;;;July;1940;;;
An Aztec Herbal;https://doi.org/10.1038/146081a0;;;;;;;July;1940;;;
A French Expedition to the Cameroon Mountains;https://doi.org/10.1038/146085a0;;;;;;;July;1940;;;
Relations Between Molecular and Morphological Shape of Protein Solutions;https://doi.org/10.1038/146104a0;;;;;;;July;1940;;;
Treatment of Household Refuse;https://doi.org/10.1038/146083a0;;;;;;;July;1940;;;
Geology and Early Man: II*;https://doi.org/10.1038/146049a0;;;;;;;July;1940;;;
Kitchen Waste for Feeding Farm Stock;https://doi.org/10.1038/146047a0;;;;;;;July;1940;;;
Geology and Early Man: I;https://doi.org/10.1038/146012a0;;;;;;;July;1940;;;
Treatment of Abattoir Wastes;https://doi.org/10.1038/146009a0;;;;;;;July;1940;;;
Oxidation of Metals and the Formation of Protective Films;https://doi.org/10.1038/145996a0;;;;;;;June;1940;;;
Thermodynamics and the Lowest Temperatures;https://doi.org/10.1038/145954a0;;;;;;;June;1940;;;
The Royal Botanic Garden, Calcutta;https://doi.org/10.1038/145959a0;;;;;;;June;1940;;;
Origin of the Vertebrate Coelom;https://doi.org/10.1038/145906a0;;;;;;;June;1940;;;
Mucolytic Effect of Natural and Artificial Spreading Factors: Mucinase and Tissue Permeability;https://doi.org/10.1038/145867a0;;;;;;;June;1940;;;
